id_consumption,user_id,nutrition_id,date_consommation,repas_type,quantite_grammes
100,4558609924,356,2016-04-12,LUNCH,202.55
101,4558609924,511,2016-04-12,BREAKFAST,146.92
102,4558609924,444,2016-04-12,DINNER,143.9
103,8053475328,496,2016-04-13,LUNCH,302.66
104,8053475328,567,2016-04-13,DINNER,163.79
105,8053475328,482,2016-04-13,LUNCH,118.85
106,8053475328,439,2016-04-13,BREAKFAST,328.66
107,1624580081,169,2016-04-13,LUNCH,94.96
108,1624580081,98,2016-04-13,BREAKFAST,127.15
109,1624580081,92,2016-04-13,DINNER,94.41
110,1844505072,254,2016-04-13,DINNER,165.86
111,1844505072,350,2016-04-13,SNACK,216.22
112,4445114986,434,2016-04-13,BREAKFAST,143.92
113,4445114986,517,2016-04-13,LUNCH,147.33
114,4445114986,469,2016-04-13,BREAKFAST,234.23
115,8877689391,245,2016-04-13,SNACK,94.03
116,8877689391,5,2016-04-13,BREAKFAST,329.71
117,8877689391,30,2016-04-13,BREAKFAST,106.76
118,8877689391,167,2016-04-13,SNACK,307.77
119,8253242879,531,2016-04-13,DINNER,116.33
120,8253242879,578,2016-04-13,DINNER,224.74
121,8253242879,142,2016-04-13,DINNER,218.84
122,8253242879,190,2016-04-13,SNACK,311.54
123,4319703577,462,2016-04-13,BREAKFAST,192.56
124,4319703577,406,2016-04-13,BREAKFAST,142.79
125,4319703577,273,2016-04-13,LUNCH,179.23
126,4319703577,228,2016-04-13,LUNCH,178.93
127,4057192912,256,2016-04-13,SNACK,209.85
128,4057192912,109,2016-04-13,SNACK,168.66
129,4057192912,193,2016-04-13,DINNER,224.57
130,4057192912,224,2016-04-13,SNACK,309.11
131,1927972279,385,2016-04-13,SNACK,278.42
132,1927972279,476,2016-04-13,DINNER,134.65
133,1927972279,120,2016-04-13,BREAKFAST,267.6
134,2320127002,297,2016-04-13,BREAKFAST,105.68
135,2320127002,509,2016-04-13,SNACK,275.94
136,8583815059,343,2016-04-13,BREAKFAST,296.24
137,8583815059,50,2016-04-13,SNACK,240.29
138,8583815059,310,2016-04-13,SNACK,291.31
139,6290855005,468,2016-04-13,BREAKFAST,126.25
140,6290855005,54,2016-04-13,BREAKFAST,232.54
141,6290855005,559,2016-04-13,DINNER,234.56
142,6290855005,549,2016-04-13,DINNER,205.82
143,5553957443,451,2016-04-13,BREAKFAST,112.33
144,5553957443,308,2016-04-13,DINNER,111.62
145,5553957443,429,2016-04-13,BREAKFAST,103.68
146,5553957443,544,2016-04-13,SNACK,257.62
147,7086361926,543,2016-04-13,DINNER,153.04
148,7086361926,247,2016-04-13,SNACK,178.33
149,7086361926,124,2016-04-13,SNACK,164.9
150,7086361926,457,2016-04-13,SNACK,122.56
151,2026352035,329,2016-04-13,BREAKFAST,332.76
152,2026352035,87,2016-04-13,DINNER,290.68
153,2026352035,553,2016-04-13,BREAKFAST,209.43
154,2026352035,51,2016-04-13,DINNER,181.62
155,1644430081,582,2016-04-13,LUNCH,252.01
156,1644430081,3,2016-04-13,BREAKFAST,112.92
157,1644430081,425,2016-04-13,LUNCH,238.83
158,7007744171,8,2016-04-13,SNACK,199.42
159,7007744171,322,2016-04-13,LUNCH,161.52
160,7007744171,405,2016-04-13,LUNCH,327.98
161,7007744171,20,2016-04-13,SNACK,290.95
162,2873212765,66,2016-04-13,SNACK,305.96
163,2873212765,321,2016-04-13,DINNER,108.73
164,2873212765,232,2016-04-13,LUNCH,349.76
165,8378563200,393,2016-04-13,DINNER,322.2
166,8378563200,81,2016-04-13,BREAKFAST,87.83
167,6775888955,268,2016-04-13,SNACK,133.52
168,6775888955,143,2016-04-13,SNACK,325.87
169,6962181067,538,2016-04-13,BREAKFAST,93.95
170,6962181067,388,2016-04-13,BREAKFAST,243.6
171,4558609924,568,2016-04-13,DINNER,288.47
172,4558609924,141,2016-04-13,SNACK,268.49
173,4558609924,472,2016-04-13,SNACK,306.25
174,4558609924,171,2016-04-13,SNACK,90.84
175,3372868164,119,2016-04-13,DINNER,309.81
176,3372868164,68,2016-04-13,DINNER,121.91
177,3372868164,74,2016-04-13,DINNER,278.35
178,8792009665,114,2016-04-13,DINNER,245.12
179,8792009665,10,2016-04-13,DINNER,94.72
180,8792009665,32,2016-04-13,SNACK,246.4
181,4702921684,25,2016-04-13,LUNCH,126.74
182,4702921684,130,2016-04-13,DINNER,104.76
183,5577150313,108,2016-04-13,LUNCH,119.19
184,5577150313,579,2016-04-13,DINNER,335.43
185,5577150313,350,2016-04-13,SNACK,161.36
186,5577150313,222,2016-04-13,DINNER,236.06
187,2347167796,413,2016-04-13,BREAKFAST,189.09
188,2347167796,384,2016-04-13,BREAKFAST,208.03
189,2347167796,152,2016-04-13,LUNCH,112.19
190,6117666160,80,2016-04-13,LUNCH,244.97
191,6117666160,561,2016-04-13,DINNER,251.35
192,6117666160,574,2016-04-13,LUNCH,191.19
193,4388161847,497,2016-04-13,SNACK,165.6
194,4388161847,242,2016-04-13,DINNER,89.74
195,2022484408,283,2016-04-13,BREAKFAST,234.56
196,2022484408,247,2016-04-13,BREAKFAST,232.76
197,4020332650,414,2016-04-13,DINNER,228.27
198,4020332650,383,2016-04-13,LUNCH,196.48
199,4020332650,323,2016-04-13,BREAKFAST,249.02
200,3977333714,310,2016-04-13,SNACK,220.47
201,3977333714,213,2016-04-13,BREAKFAST,295.97
202,3977333714,568,2016-04-13,SNACK,164.9
203,3977333714,304,2016-04-13,SNACK,306.09
204,1503960366,292,2016-04-13,BREAKFAST,95.0
205,1503960366,25,2016-04-13,SNACK,155.77
206,1503960366,227,2016-04-13,SNACK,170.22
207,7086361926,186,2016-04-14,SNACK,311.27
208,7086361926,432,2016-04-14,BREAKFAST,180.51
209,7086361926,102,2016-04-14,LUNCH,121.48
210,6775888955,141,2016-04-14,SNACK,163.96
211,6775888955,71,2016-04-14,BREAKFAST,265.67
212,6775888955,354,2016-04-14,SNACK,270.46
213,6775888955,395,2016-04-14,LUNCH,184.72
214,8583815059,7,2016-04-14,DINNER,305.8
215,8583815059,378,2016-04-14,LUNCH,347.07
216,8583815059,545,2016-04-14,BREAKFAST,230.11
217,8583815059,197,2016-04-14,DINNER,306.55
218,7007744171,473,2016-04-14,BREAKFAST,185.99
219,7007744171,586,2016-04-14,DINNER,101.61
220,6962181067,25,2016-04-14,LUNCH,128.85
221,6962181067,493,2016-04-14,SNACK,324.92
222,6962181067,446,2016-04-14,BREAKFAST,92.06
223,4388161847,114,2016-04-14,SNACK,102.71
224,4388161847,173,2016-04-14,DINNER,145.79
225,4388161847,138,2016-04-14,DINNER,307.77
226,2320127002,329,2016-04-14,DINNER,95.69
227,2320127002,504,2016-04-14,SNACK,178.98
228,2320127002,377,2016-04-14,SNACK,225.67
229,8253242879,200,2016-04-14,DINNER,325.58
230,8253242879,499,2016-04-14,SNACK,238.52
231,8253242879,196,2016-04-14,LUNCH,309.57
232,8253242879,549,2016-04-14,DINNER,171.96
233,1503960366,315,2016-04-14,BREAKFAST,250.32
234,1503960366,294,2016-04-14,LUNCH,127.93
235,1503960366,501,2016-04-14,SNACK,171.49
236,2873212765,187,2016-04-14,LUNCH,81.97
237,2873212765,113,2016-04-14,LUNCH,155.07
238,2873212765,15,2016-04-14,LUNCH,269.82
239,2873212765,153,2016-04-14,BREAKFAST,251.12
240,6290855005,421,2016-04-14,LUNCH,323.9
241,6290855005,475,2016-04-14,SNACK,274.59
242,6290855005,580,2016-04-14,SNACK,340.07
243,5553957443,272,2016-04-14,DINNER,229.34
244,5553957443,513,2016-04-14,DINNER,256.61
245,5553957443,461,2016-04-14,SNACK,341.85
246,8053475328,92,2016-04-14,DINNER,173.55
247,8053475328,581,2016-04-14,SNACK,113.44
248,8053475328,64,2016-04-14,DINNER,91.06
249,1624580081,458,2016-04-14,SNACK,191.13
250,1624580081,569,2016-04-14,LUNCH,294.29
251,1624580081,290,2016-04-14,LUNCH,102.9
252,8792009665,475,2016-04-14,SNACK,93.15
253,8792009665,131,2016-04-14,BREAKFAST,109.51
254,8792009665,319,2016-04-14,BREAKFAST,262.33
255,8792009665,328,2016-04-14,BREAKFAST,272.58
256,8877689391,387,2016-04-14,DINNER,93.22
257,8877689391,457,2016-04-14,LUNCH,143.32
258,8877689391,5,2016-04-14,SNACK,247.91
259,3372868164,263,2016-04-14,SNACK,262.87
260,3372868164,507,2016-04-14,DINNER,87.99
261,4020332650,413,2016-04-14,LUNCH,310.4
262,4020332650,361,2016-04-14,SNACK,160.71
263,4020332650,236,2016-04-14,DINNER,239.39
264,4020332650,529,2016-04-14,LUNCH,187.17
265,1927972279,163,2016-04-14,SNACK,102.9
266,1927972279,325,2016-04-14,BREAKFAST,172.32
267,4057192912,423,2016-04-14,DINNER,116.94
268,4057192912,478,2016-04-14,LUNCH,235.22
269,4057192912,251,2016-04-14,SNACK,349.35
270,3977333714,435,2016-04-14,LUNCH,214.17
271,3977333714,504,2016-04-14,LUNCH,116.28
272,3977333714,414,2016-04-14,SNACK,178.65
273,4558609924,208,2016-04-14,DINNER,202.39
274,4558609924,40,2016-04-14,BREAKFAST,251.33
275,2026352035,202,2016-04-14,DINNER,322.19
276,2026352035,265,2016-04-14,DINNER,143.48
277,2026352035,249,2016-04-14,SNACK,167.84
278,2026352035,525,2016-04-14,LUNCH,325.45
279,1844505072,313,2016-04-14,BREAKFAST,256.43
280,1844505072,582,2016-04-14,DINNER,160.83
281,1644430081,105,2016-04-14,BREAKFAST,293.83
282,1644430081,191,2016-04-14,LUNCH,291.63
283,1644430081,177,2016-04-14,BREAKFAST,198.36
284,1644430081,142,2016-04-14,DINNER,208.59
285,2022484408,585,2016-04-14,LUNCH,231.79
286,2022484408,347,2016-04-14,SNACK,107.51
287,2022484408,399,2016-04-14,LUNCH,256.29
288,2022484408,152,2016-04-14,BREAKFAST,337.94
289,5577150313,83,2016-04-14,DINNER,146.44
290,5577150313,551,2016-04-14,BREAKFAST,97.69
291,5577150313,256,2016-04-14,LUNCH,202.88
292,5577150313,302,2016-04-14,BREAKFAST,219.34
293,4445114986,31,2016-04-14,SNACK,135.9
294,4445114986,504,2016-04-14,BREAKFAST,161.56
295,4445114986,28,2016-04-14,SNACK,186.41
296,4445114986,184,2016-04-14,DINNER,192.48
297,8378563200,172,2016-04-14,LUNCH,80.33
298,8378563200,1,2016-04-14,SNACK,217.21
299,6117666160,18,2016-04-14,LUNCH,290.76
300,6117666160,289,2016-04-14,LUNCH,307.13
301,4702921684,191,2016-04-14,SNACK,141.63
302,4702921684,154,2016-04-14,LUNCH,169.3
303,4702921684,136,2016-04-14,SNACK,331.2
304,2347167796,29,2016-04-14,BREAKFAST,328.08
305,2347167796,284,2016-04-14,DINNER,82.5
306,2347167796,292,2016-04-14,BREAKFAST,130.85
307,2347167796,273,2016-04-14,LUNCH,88.45
308,4319703577,91,2016-04-14,DINNER,233.69
309,4319703577,66,2016-04-14,LUNCH,239.35
310,4702921684,503,2016-04-15,BREAKFAST,247.16
311,4702921684,406,2016-04-15,LUNCH,123.94
312,4319703577,506,2016-04-15,SNACK,345.86
313,4319703577,588,2016-04-15,DINNER,177.61
314,4319703577,528,2016-04-15,LUNCH,299.55
315,4319703577,456,2016-04-15,SNACK,165.97
316,1624580081,67,2016-04-15,BREAKFAST,165.76
317,1624580081,323,2016-04-15,DINNER,101.09
318,1624580081,472,2016-04-15,LUNCH,88.06
319,1503960366,415,2016-04-15,SNACK,165.63
320,1503960366,12,2016-04-15,DINNER,320.31
321,1503960366,226,2016-04-15,LUNCH,240.33
322,1503960366,204,2016-04-15,DINNER,114.03
323,8053475328,36,2016-04-15,BREAKFAST,84.48
324,8053475328,395,2016-04-15,SNACK,348.13
325,8053475328,409,2016-04-15,LUNCH,237.85
326,8053475328,85,2016-04-15,BREAKFAST,114.27
327,4558609924,529,2016-04-15,BREAKFAST,93.64
328,4558609924,521,2016-04-15,DINNER,240.53
329,4558609924,54,2016-04-15,BREAKFAST,159.58
330,6117666160,203,2016-04-15,SNACK,240.84
331,6117666160,393,2016-04-15,BREAKFAST,142.45
332,4057192912,500,2016-04-15,LUNCH,229.46
333,4057192912,517,2016-04-15,DINNER,186.96
334,8877689391,443,2016-04-15,DINNER,345.52
335,8877689391,400,2016-04-15,LUNCH,193.2
336,8877689391,315,2016-04-15,SNACK,218.94
337,2320127002,212,2016-04-15,SNACK,186.65
338,2320127002,8,2016-04-15,BREAKFAST,264.3
339,2320127002,21,2016-04-15,SNACK,120.33
340,2320127002,470,2016-04-15,SNACK,339.62
341,7086361926,404,2016-04-15,SNACK,326.4
342,7086361926,106,2016-04-15,SNACK,137.28
343,5577150313,277,2016-04-15,DINNER,280.26
344,5577150313,434,2016-04-15,LUNCH,277.41
345,5577150313,520,2016-04-15,LUNCH,291.4
346,1644430081,263,2016-04-15,SNACK,295.49
347,1644430081,337,2016-04-15,DINNER,106.96
348,1644430081,560,2016-04-15,SNACK,135.19
349,4388161847,14,2016-04-15,SNACK,319.64
350,4388161847,269,2016-04-15,LUNCH,186.55
351,4388161847,438,2016-04-15,SNACK,166.17
352,6775888955,338,2016-04-15,DINNER,133.12
353,6775888955,205,2016-04-15,DINNER,181.85
354,6775888955,344,2016-04-15,SNACK,186.41
355,6775888955,359,2016-04-15,DINNER,115.4
356,5553957443,97,2016-04-15,LUNCH,145.77
357,5553957443,196,2016-04-15,BREAKFAST,106.71
358,5553957443,182,2016-04-15,SNACK,283.45
359,6962181067,165,2016-04-15,SNACK,206.47
360,6962181067,519,2016-04-15,BREAKFAST,150.05
361,6962181067,203,2016-04-15,LUNCH,92.2
362,8378563200,285,2016-04-15,DINNER,109.89
363,8378563200,6,2016-04-15,DINNER,148.16
364,8378563200,54,2016-04-15,LUNCH,159.59
365,7007744171,452,2016-04-15,SNACK,345.83
366,7007744171,179,2016-04-15,SNACK,345.24
367,4020332650,43,2016-04-15,SNACK,106.18
368,4020332650,562,2016-04-15,LUNCH,308.37
369,4020332650,348,2016-04-15,BREAKFAST,246.52
370,2873212765,320,2016-04-15,LUNCH,310.02
371,2873212765,308,2016-04-15,LUNCH,237.74
372,2873212765,238,2016-04-15,BREAKFAST,278.48
373,6290855005,220,2016-04-15,BREAKFAST,334.22
374,6290855005,494,2016-04-15,SNACK,112.58
375,6290855005,175,2016-04-15,BREAKFAST,321.95
376,6290855005,500,2016-04-15,BREAKFAST,107.11
377,8253242879,501,2016-04-15,DINNER,146.22
378,8253242879,156,2016-04-15,LUNCH,271.77
379,8253242879,105,2016-04-15,BREAKFAST,309.86
380,2347167796,339,2016-04-15,DINNER,146.1
381,2347167796,442,2016-04-15,DINNER,123.54
382,2347167796,516,2016-04-15,BREAKFAST,333.81
383,8792009665,524,2016-04-15,LUNCH,212.46
384,8792009665,2,2016-04-15,DINNER,223.03
385,3372868164,257,2016-04-15,LUNCH,210.15
386,3372868164,317,2016-04-15,BREAKFAST,337.37
387,3372868164,488,2016-04-15,BREAKFAST,124.17
388,2026352035,567,2016-04-15,BREAKFAST,166.81
389,2026352035,327,2016-04-15,LUNCH,244.19
390,2026352035,123,2016-04-15,BREAKFAST,205.55
391,2026352035,220,2016-04-15,BREAKFAST,188.12
392,1844505072,314,2016-04-15,SNACK,121.28
393,1844505072,311,2016-04-15,SNACK,328.58
394,1844505072,390,2016-04-15,DINNER,172.17
395,1844505072,111,2016-04-15,LUNCH,93.53
396,1927972279,549,2016-04-15,DINNER,294.28
397,1927972279,203,2016-04-15,BREAKFAST,137.23
398,1927972279,34,2016-04-15,SNACK,329.42
399,2022484408,170,2016-04-15,DINNER,96.76
400,2022484408,258,2016-04-15,SNACK,203.73
401,2022484408,378,2016-04-15,LUNCH,114.84
402,4445114986,257,2016-04-15,DINNER,328.9
403,4445114986,91,2016-04-15,LUNCH,166.17
404,3977333714,426,2016-04-15,DINNER,207.65
405,3977333714,244,2016-04-15,DINNER,336.52
406,3977333714,429,2016-04-15,DINNER,172.53
407,8583815059,105,2016-04-15,DINNER,320.97
408,8583815059,54,2016-04-15,BREAKFAST,282.4
409,8583815059,401,2016-04-15,SNACK,347.79
410,6775888955,444,2016-04-16,LUNCH,178.91
411,6775888955,267,2016-04-16,LUNCH,279.4
412,6775888955,314,2016-04-16,SNACK,188.85
413,2320127002,331,2016-04-16,LUNCH,172.44
414,2320127002,89,2016-04-16,LUNCH,190.2
415,2320127002,349,2016-04-16,BREAKFAST,198.81
416,2320127002,425,2016-04-16,DINNER,113.97
417,8253242879,54,2016-04-16,LUNCH,133.41
418,8253242879,192,2016-04-16,BREAKFAST,290.1
419,8253242879,78,2016-04-16,SNACK,312.37
420,8253242879,394,2016-04-16,LUNCH,146.6
421,6117666160,515,2016-04-16,LUNCH,325.79
422,6117666160,393,2016-04-16,LUNCH,134.68
423,6117666160,77,2016-04-16,LUNCH,226.36
424,6117666160,102,2016-04-16,DINNER,269.38
425,3977333714,360,2016-04-16,BREAKFAST,187.91
426,3977333714,441,2016-04-16,LUNCH,265.07
427,3977333714,561,2016-04-16,DINNER,86.27
428,3977333714,344,2016-04-16,SNACK,188.02
429,8792009665,361,2016-04-16,SNACK,227.03
430,8792009665,215,2016-04-16,SNACK,212.25
431,8792009665,515,2016-04-16,LUNCH,250.69
432,8792009665,567,2016-04-16,LUNCH,170.21
433,8877689391,539,2016-04-16,SNACK,286.46
434,8877689391,238,2016-04-16,SNACK,285.9
435,8877689391,144,2016-04-16,BREAKFAST,209.76
436,8877689391,565,2016-04-16,DINNER,203.24
437,1927972279,375,2016-04-16,LUNCH,139.09
438,1927972279,381,2016-04-16,DINNER,300.34
439,1927972279,142,2016-04-16,LUNCH,312.35
440,1927972279,358,2016-04-16,LUNCH,125.28
441,3372868164,5,2016-04-16,BREAKFAST,289.07
442,3372868164,199,2016-04-16,SNACK,111.24
443,3372868164,24,2016-04-16,BREAKFAST,185.32
444,8378563200,591,2016-04-16,BREAKFAST,194.16
445,8378563200,266,2016-04-16,SNACK,247.31
446,4558609924,552,2016-04-16,SNACK,117.26
447,4558609924,518,2016-04-16,DINNER,293.5
448,8583815059,160,2016-04-16,SNACK,110.2
449,8583815059,148,2016-04-16,BREAKFAST,304.78
450,7086361926,340,2016-04-16,DINNER,265.26
451,7086361926,93,2016-04-16,BREAKFAST,256.23
452,7086361926,105,2016-04-16,DINNER,347.85
453,4388161847,590,2016-04-16,BREAKFAST,276.52
454,4388161847,19,2016-04-16,BREAKFAST,343.7
455,4445114986,176,2016-04-16,BREAKFAST,93.88
456,4445114986,188,2016-04-16,LUNCH,261.51
457,6962181067,208,2016-04-16,SNACK,282.18
458,6962181067,191,2016-04-16,LUNCH,296.38
459,6962181067,465,2016-04-16,LUNCH,212.64
460,6962181067,403,2016-04-16,LUNCH,321.12
461,6290855005,85,2016-04-16,SNACK,121.45
462,6290855005,337,2016-04-16,BREAKFAST,224.14
463,5577150313,302,2016-04-16,BREAKFAST,197.81
464,5577150313,40,2016-04-16,BREAKFAST,289.15
465,7007744171,21,2016-04-16,DINNER,125.36
466,7007744171,200,2016-04-16,SNACK,119.65
467,2873212765,508,2016-04-16,DINNER,301.18
468,2873212765,159,2016-04-16,DINNER,105.04
469,2022484408,437,2016-04-16,LUNCH,282.57
470,2022484408,233,2016-04-16,SNACK,205.46
471,2022484408,322,2016-04-16,BREAKFAST,179.33
472,1503960366,370,2016-04-16,SNACK,103.22
473,1503960366,130,2016-04-16,SNACK,127.6
474,1503960366,243,2016-04-16,BREAKFAST,127.34
475,4319703577,37,2016-04-16,DINNER,117.05
476,4319703577,486,2016-04-16,SNACK,256.46
477,1624580081,543,2016-04-16,BREAKFAST,343.41
478,1624580081,265,2016-04-16,SNACK,315.67
479,1644430081,114,2016-04-16,SNACK,232.93
480,1644430081,131,2016-04-16,LUNCH,228.75
481,1644430081,365,2016-04-16,LUNCH,303.71
482,2347167796,16,2016-04-16,DINNER,193.04
483,2347167796,419,2016-04-16,LUNCH,284.64
484,2347167796,219,2016-04-16,LUNCH,303.19
485,2347167796,274,2016-04-16,DINNER,231.53
486,4702921684,94,2016-04-16,LUNCH,164.98
487,4702921684,228,2016-04-16,BREAKFAST,232.31
488,5553957443,400,2016-04-16,BREAKFAST,321.52
489,5553957443,499,2016-04-16,BREAKFAST,254.5
490,5553957443,377,2016-04-16,BREAKFAST,126.43
491,4020332650,524,2016-04-16,LUNCH,238.16
492,4020332650,491,2016-04-16,BREAKFAST,132.78
493,4020332650,278,2016-04-16,LUNCH,263.47
494,4020332650,56,2016-04-16,BREAKFAST,137.8
495,8053475328,123,2016-04-16,BREAKFAST,166.51
496,8053475328,59,2016-04-16,BREAKFAST,177.4
497,8053475328,62,2016-04-16,DINNER,94.92
498,8053475328,245,2016-04-16,SNACK,176.49
499,1844505072,361,2016-04-16,SNACK,106.95
500,1844505072,156,2016-04-16,SNACK,109.0
501,1844505072,549,2016-04-16,BREAKFAST,111.14
502,2026352035,73,2016-04-16,SNACK,349.1
503,2026352035,365,2016-04-16,BREAKFAST,91.93
504,2026352035,241,2016-04-16,SNACK,188.34
505,2026352035,271,2016-04-16,DINNER,167.46
506,2022484408,276,2016-04-17,SNACK,344.23
507,2022484408,52,2016-04-17,SNACK,214.63
508,2022484408,560,2016-04-17,BREAKFAST,213.29
509,7007744171,566,2016-04-17,SNACK,237.88
510,7007744171,573,2016-04-17,LUNCH,114.57
511,1927972279,128,2016-04-17,SNACK,176.84
512,1927972279,190,2016-04-17,SNACK,190.34
513,1927972279,115,2016-04-17,BREAKFAST,196.51
514,4558609924,472,2016-04-17,SNACK,168.9
515,4558609924,374,2016-04-17,DINNER,201.78
516,4558609924,225,2016-04-17,LUNCH,233.34
517,4445114986,273,2016-04-17,LUNCH,182.22
518,4445114986,390,2016-04-17,LUNCH,105.55
519,4445114986,172,2016-04-17,SNACK,124.84
520,8877689391,295,2016-04-17,BREAKFAST,284.0
521,8877689391,573,2016-04-17,SNACK,149.5
522,8877689391,427,2016-04-17,DINNER,303.23
523,8253242879,107,2016-04-17,DINNER,329.45
524,8253242879,546,2016-04-17,SNACK,236.32
525,8253242879,62,2016-04-17,SNACK,81.25
526,8253242879,353,2016-04-17,LUNCH,90.41
527,1503960366,50,2016-04-17,BREAKFAST,205.75
528,1503960366,332,2016-04-17,SNACK,81.48
529,1503960366,539,2016-04-17,BREAKFAST,292.4
530,1503960366,401,2016-04-17,LUNCH,169.29
531,2347167796,583,2016-04-17,DINNER,214.08
532,2347167796,503,2016-04-17,BREAKFAST,224.85
533,2347167796,517,2016-04-17,LUNCH,340.66
534,2347167796,221,2016-04-17,SNACK,340.17
535,8792009665,504,2016-04-17,DINNER,298.96
536,8792009665,502,2016-04-17,LUNCH,210.08
